id_conso,id_magasin,id_produit,date_conso,montant_ca,montant_vente,montant_marge_brute,type_conso
187,8,2,06/2024,74.1,2.0,0.8,R
188,8,2,05/2024,37.1,1.0,0.6,R
189,8,2,03/2024,111.2,3.0,0.6,R
190,8,2,11/2024,148.3,4.0,0.8,R
191,8,2,10/2024,185.4,5.0,0.8,R
192,8,2,09/2024,185.4,5.0,1.2,R
193,9,2,08/2024,235.1,33.0,2.6,O
194,9,2,04/2024,42.7,6.0,0.72,O
195,9,2,12/2024,192.3,27.0,0.69,O
196,9,2,02/2024,57.0,8.0,0.77,O
197,9,2,01/2024,64.1,9.0,0.59,O
198,9,2,07/2024,92.6,13.0,0.81,O
199,9,2,06/2024,263.6,37.0,1.26,O
200,9,2,05/2024,99.7,14.0,0.45,O
201,9,2,03/2024,42.7,6.0,1.46,O
202,9,2,11/2024,35.6,5.0,1.23,O
203,9,2,10/2024,149.6,21.0,1.03,O
204,9,2,09/2024,178.1,25.0,0.71,O
205,9,2,08/2024,263.6,37.0,1.6,R
206,9,2,04/2024,35.6,5.0,0.6,R
207,9,2,12/2024,178.1,25.0,0.7,R
208,9,2,02/2024,35.6,5.0,0.6,R
209,9,2,01/2024,114.0,16.0,0.6,R
210,9,2,07/2024,163.8,23.0,1.2,R
211,9,2,06/2024,477.2,67.0,1.0,R
212,9,2,05/2024,64.1,9.0,0.6,R
213,9,2,03/2024,57.0,8.0,1.3,R
214,9,2,11/2024,42.7,6.0,1.1,R
215,9,2,10/2024,121.1,17.0,1.1,R
216,9,2,09/2024,142.5,20.0,1.3,R
217,10,2,08/2024,265.8,6.0,0.48,O
218,10,2,04/2024,44.3,1.0,0.37,O
219,10,2,12/2024,708.8,16.0,0.53,O
220,10,2,02/2024,44.3,1.0,0.45,O
221,10,2,01/2024,44.3,1.0,0.44,O
222,10,2,07/2024,44.3,1.0,1.12,O
223,10,2,06/2024,88.6,2.0,0.88,O
224,10,2,05/2024,44.3,1.0,0.36,O
225,10,2,03/2024,44.3,1.0,0.46,O
226,10,2,11/2024,487.3,11.0,0.32,O
227,10,2,10/2024,487.3,11.0,0.19,O
228,10,2,09/2024,221.5,5.0,0.46,O
229,10,2,08/2024,443.0,10.0,0.4,R
230,10,2,04/2024,88.6,2.0,0.4,R
231,10,2,12/2024,797.4,18.0,0.8,R
232,10,2,02/2024,44.3,1.0,0.6,R
233,10,2,01/2024,0.0,0.0,0.5,R
234,10,2,07/2024,0.0,0.0,0.6,R
235,10,2,06/2024,132.9,3.0,1.2,R
236,10,2,05/2024,44.3,1.0,0.5,R
237,10,2,03/2024,88.6,2.0,0.7,R
238,10,2,11/2024,265.8,6.0,0.4,R
239,10,2,10/2024,620.2,14.0,0.3,R
240,10,2,09/2024,132.9,3.0,0.4,R
241,11,2,08/2024,199.8,15.0,0.9,O
242,11,2,04/2024,66.6,5.0,1.99,O
243,11,2,12/2024,692.7,52.0,1.19,O
244,11,2,02/2024,159.8,12.0,0.62,O
245,11,2,01/2024,66.6,5.0,1.44,O
246,11,2,07/2024,106.6,8.0,1.1,O
247,11,2,06/2024,119.9,9.0,1.12,O
248,11,2,05/2024,93.2,7.0,0.94,O
249,11,2,03/2024,106.6,8.0,1.42,O
250,11,2,11/2024,213.1,16.0,1.15,O
251,11,2,10/2024,266.4,20.0,1.31,O
252,11,2,09/2024,213.1,16.0,2.51,O
253,11,2,08/2024,159.8,12.0,1.1,R
254,11,2,04/2024,53.3,4.0,1.9,R
255,11,2,12/2024,559.5,42.0,1.6,R
256,11,2,02/2024,93.2,7.0,0.9,R
257,11,2,01/2024,133.2,10.0,1.1,R
258,11,2,07/2024,119.9,9.0,1.1,R
259,11,2,06/2024,159.8,12.0,1.1,R
260,11,2,05/2024,53.3,4.0,1.7,R
261,11,2,03/2024,93.2,7.0,1.2,R
262,11,2,11/2024,159.8,12.0,1.0,R
263,11,2,10/2024,279.7,21.0,1.1,R
264,11,2,09/2024,173.2,13.0,3.0,R
265,12,2,08/2024,306.7,5.0,1.6,O
266,12,2,04/2024,61.3,1.0,1.08,O
267,12,2,12/2024,429.4,7.0,2.67,O
268,12,2,02/2024,0.0,0.0,2.82,O
269,12,2,01/2024,0.0,0.0,4.18,O
270,12,2,07/2024,61.3,1.0,0.68,O
271,12,2,06/2024,306.7,5.0,1.43,O
272,12,2,05/2024,245.4,4.0,1.32,O
273,12,2,03/2024,61.3,1.0,0.99,O
274,12,2,11/2024,122.7,2.0,2.74,O
275,12,2,10/2024,61.3,1.0,1.98,O
276,12,2,09/2024,184.0,3.0,1.22,O
277,12,2,08/2024,184.0,3.0,1.7,R
278,12,2,04/2024,61.3,1.0,0.9,R
279,12,2,12/2024,490.8,8.0,2.4,R
280,12,2,02/2024,0.0,0.0,2.2,R
281,12,2,01/2024,0.0,0.0,3.4,R
282,12,2,07/2024,0.0,0.0,1.0,R
283,12,2,06/2024,184.0,3.0,1.6,R
284,12,2,05/2024,245.4,4.0,2.3,R
285,12,2,03/2024,0.0,0.0,0.9,R
286,12,2,11/2024,122.7,2.0,2.9,R
287,12,2,10/2024,122.7,2.0,1.9,R
288,12,2,09/2024,122.7,2.0,1.6,R
289,13,2,08/2024,290.2,50.0,1.66,O
290,13,2,04/2024,11.6,2.0,2.42,O
291,13,2,12/2024,29.0,5.0,0.74,O
292,13,2,02/2024,11.6,2.0,2.78,O
293,13,2,01/2024,11.6,2.0,1.78,O
294,13,2,07/2024,69.7,12.0,3.34,O
295,13,2,06/2024,145.1,25.0,2.24,O
296,13,2,05/2024,243.8,42.0,1.1,O
297,13,2,03/2024,5.8,1.0,1.21,O
298,13,2,11/2024,5.8,1.0,1.71,O
299,13,2,10/2024,5.8,1.0,1.55,O
300,13,2,09/2024,11.6,2.0,1.71,O
301,13,2,08/2024,516.6,89.0,2.9,R
302,13,2,04/2024,5.8,1.0,3.4,R
303,13,2,12/2024,40.6,7.0,1.1,R
304,13,2,02/2024,11.6,2.0,3.3,R
305,13,2,01/2024,5.8,1.0,2.3,R
306,13,2,07/2024,46.4,8.0,2.0,R
307,13,2,06/2024,133.5,23.0,2.2,R
308,13,2,05/2024,185.7,32.0,2.2,R
309,13,2,03/2024,5.8,1.0,1.1,R
310,13,2,11/2024,5.8,1.0,1.8,R
311,13,2,10/2024,0.0,0.0,1.5,R
312,13,2,09/2024,11.6,2.0,1.9,R
313,14,2,08/2024,381.3,41.0,1.71,O
314,14,2,04/2024,186.0,20.0,2.68,O
315,14,2,12/2024,902.0,97.0,9.06,O
316,14,2,02/2024,186.0,20.0,1.37,O
317,14,2,01/2024,167.4,18.0,1.08,O
318,14,2,07/2024,297.6,32.0,1.41,O
319,14,2,06/2024,260.4,28.0,2.68,O
320,14,2,05/2024,213.9,23.0,2.09,O
321,14,2,03/2024,186.0,20.0,3.21,O
322,14,2,11/2024,437.0,47.0,1.93,O
323,14,2,10/2024,585.8,63.0,2.2,O
324,14,2,09/2024,390.6,42.0,2.28,O
325,14,2,08/2024,409.1,44.0,1.3,R
326,14,2,04/2024,223.2,24.0,2.8,R
327,14,2,12/2024,799.7,86.0,5.9,R
328,14,2,02/2024,120.9,13.0,2.1,R
329,14,2,01/2024,139.5,15.0,1.6,R
330,14,2,07/2024,344.1,37.0,1.2,R
331,14,2,06/2024,241.8,26.0,2.8,R
332,14,2,05/2024,167.4,18.0,1.9,R
333,14,2,03/2024,176.7,19.0,3.2,R
334,14,2,11/2024,576.5,62.0,2.2,R
335,14,2,10/2024,511.4,55.0,1.7,R
336,14,2,09/2024,297.6,32.0,2.2,R
337,15,2,08/2024,0.0,0.0,2.07,O
338,15,2,04/2024,504.9,50.0,2.25,O
339,15,2,12/2024,504.9,50.0,1.47,O
340,15,2,02/2024,252.5,25.0,0.99,O
341,15,2,01/2024,222.2,22.0,1.04,O
342,15,2,07/2024,0.0,0.0,0.82,O
343,15,2,06/2024,0.0,0.0,1.95,O
344,15,2,05/2024,0.0,0.0,1.01,O
345,15,2,03/2024,252.5,25.0,2.79,O
346,15,2,11/2024,303.0,30.0,1.45,O
347,15,2,10/2024,232.3,23.0,1.79,O
348,15,2,09/2024,151.5,15.0,0.9,O
349,15,2,08/2024,0.0,0.0,1.7,R
350,15,2,04/2024,454.4,45.0,3.0,R
351,15,2,12/2024,504.9,50.0,1.6,R
352,15,2,02/2024,303.0,30.0,0.9,R
353,15,2,01/2024,151.5,15.0,0.9,R
354,15,2,07/2024,0.0,0.0,0.9,R
355,15,2,06/2024,10.1,1.0,1.9,R
356,15,2,05/2024,0.0,0.0,1.4,R
357,15,2,03/2024,343.4,34.0,2.3,R
358,15,2,11/2024,151.5,15.0,1.7,R
359,15,2,10/2024,151.5,15.0,1.8,R
360,15,2,09/2024,111.1,11.0,1.8,R
361,16,2,08/2024,180.0,6.0,3.11,O
362,16,2,04/2024,150.0,5.0,1.08,O
363,16,2,12/2024,419.9,14.0,1.14,O
364,16,2,02/2024,60.0,2.0,2.05,O
365,16,2,01/2024,60.0,2.0,1.09,O
366,16,2,07/2024,120.0,4.0,1.34,O
367,16,2,06/2024,209.9,7.0,2.43,O
368,16,2,05/2024,60.0,2.0,0.78,O
369,16,2,03/2024,150.0,5.0,2.18,O
370,16,2,11/2024,180.0,6.0,0.84,O
371,16,2,10/2024,359.9,12.0,0.96,O
372,16,2,09/2024,120.0,4.0,2.31,O
373,16,2,08/2024,239.9,8.0,1.7,R
374,16,2,04/2024,150.0,5.0,1.7,R
375,16,2,12/2024,419.9,14.0,0.9,R
376,16,2,02/2024,60.0,2.0,1.8,R
377,16,2,01/2024,30.0,1.0,0.9,R
378,16,2,07/2024,269.9,9.0,1.6,R
379,16,2,06/2024,269.9,9.0,1.6,R
380,16,2,05/2024,60.0,2.0,0.8,R
381,16,2,03/2024,90.0,3.0,3.0,R
382,16,2,11/2024,180.0,6.0,1.6,R
383,16,2,10/2024,329.9,11.0,1.0,R
384,16,2,09/2024,90.0,3.0,1.3,R
385,17,2,08/2024,291.7,14.0,2.52,O
386,17,2,04/2024,208.3,10.0,1.1,O
387,17,2,12/2024,208.3,10.0,0.04,O
388,17,2,02/2024,104.2,5.0,2.99,O
389,17,2,01/2024,187.5,9.0,1.58,O
390,17,2,07/2024,145.8,7.0,5.31,O
391,17,2,06/2024,270.8,13.0,0.61,O
392,17,2,05/2024,229.2,11.0,2.25,O
393,17,2,03/2024,104.2,5.0,2.51,O
394,17,2,11/2024,104.2,5.0,2.56,O
395,17,2,10/2024,270.8,13.0,1.77,O
396,17,2,09/2024,104.2,5.0,3.7,O
397,17,2,08/2024,145.8,7.0,4.1,R
398,17,2,04/2024,208.3,10.0,1.3,R
399,17,2,12/2024,187.5,9.0,0.1,R
400,17,2,02/2024,145.8,7.0,3.0,R
401,17,2,01/2024,375.0,18.0,2.2,R
402,17,2,07/2024,166.7,8.0,2.6,R
403,17,2,06/2024,187.5,9.0,1.2,R
404,17,2,05/2024,208.3,10.0,3.4,R
405,17,2,03/2024,104.2,5.0,2.1,R
406,17,2,11/2024,62.5,3.0,3.6,R
407,17,2,10/2024,291.7,14.0,2.2,R
408,17,2,09/2024,104.2,5.0,2.3,R
409,18,2,08/2024,494.0,4.0,4.14,O
410,18,2,04/2024,0.0,0.0,5.72,O
411,18,2,12/2024,617.5,5.0,2.66,O
412,18,2,02/2024,0.0,0.0,0.89,O
413,18,2,01/2024,0.0,0.0,7.82,O
414,18,2,07/2024,0.0,0.0,1.29,O
415,18,2,06/2024,123.5,1.0,1.97,O
416,18,2,05/2024,123.5,1.0,1.88,O
417,18,2,03/2024,0.0,0.0,1.27,O
418,18,2,11/2024,247.0,2.0,0.96,O
419,18,2,10/2024,370.5,3.0,1.71,O
420,18,2,09/2024,617.5,5.0,1.8,O
421,18,2,08/2024,617.5,5.0,4.8,R
422,18,2,04/2024,0.0,0.0,5.0,R
423,18,2,12/2024,617.5,5.0,2.8,R
424,18,2,02/2024,123.5,1.0,1.7,R
425,18,2,01/2024,123.5,1.0,4.7,R
426,18,2,07/2024,0.0,0.0,1.1,R
427,18,2,06/2024,123.5,1.0,1.5,R
428,18,2,05/2024,0.0,0.0,1.8,R
429,18,2,03/2024,0.0,0.0,2.0,R
430,18,2,11/2024,247.0,2.0,1.9,R
431,18,2,10/2024,494.0,4.0,1.4,R
432,18,2,09/2024,247.0,2.0,1.4,R
433,19,2,08/2024,117.0,11.0,1.96,O
434,19,2,04/2024,31.9,3.0,1.82,O
435,19,2,12/2024,170.1,16.0,0.0,O
436,19,2,02/2024,53.2,5.0,2.03,O
437,19,2,01/2024,42.5,4.0,2.69,O
438,19,2,07/2024,53.2,5.0,0.56,O
439,19,2,06/2024,106.3,10.0,2.84,O
440,19,2,05/2024,148.9,14.0,1.42,O
441,19,2,03/2024,21.3,2.0,0.73,O
442,19,2,11/2024,148.9,14.0,6.23,O
443,19,2,10/2024,191.4,18.0,1.9,O
444,19,2,09/2024,276.4,26.0,2.14,O
445,19,2,08/2024,53.2,5.0,2.4,R
446,19,2,04/2024,42.5,4.0,3.4,R
447,19,2,12/2024,117.0,11.0,0.0,R
448,19,2,02/2024,31.9,3.0,1.6,R
449,19,2,01/2024,53.2,5.0,3.6,R
450,19,2,07/2024,63.8,6.0,1.1,R
451,19,2,06/2024,95.7,9.0,2.5,R
452,19,2,05/2024,180.7,17.0,1.1,R
453,19,2,03/2024,21.3,2.0,1.1,R
454,19,2,11/2024,127.6,12.0,3.6,R
455,19,2,10/2024,223.3,21.0,1.8,R
456,19,2,09/2024,180.7,17.0,1.7,R
457,20,2,08/2024,119.1,3.0,0.97,O
458,20,2,04/2024,0.0,0.0,4.03,O
459,20,2,12/2024,158.9,4.0,0.92,O
460,20,2,02/2024,0.0,0.0,3.22,O
461,20,2,01/2024,0.0,0.0,0.69,O
462,20,2,07/2024,79.4,2.0,0.66,O
463,20,2,06/2024,119.1,3.0,1.07,O
464,20,2,05/2024,119.1,3.0,2.14,O
465,20,2,03/2024,0.0,0.0,0.74,O
466,20,2,11/2024,119.1,3.0,2.96,O
467,20,2,10/2024,79.4,2.0,1.63,O
468,20,2,09/2024,79.4,2.0,3.03,O
469,20,2,08/2024,119.1,3.0,1.8,R
470,20,2,04/2024,0.0,0.0,1.9,R
471,20,2,12/2024,158.9,4.0,1.3,R
472,20,2,02/2024,0.0,0.0,2.9,R
473,20,2,01/2024,39.7,1.0,1.3,R
474,20,2,07/2024,198.6,5.0,0.9,R
475,20,2,06/2024,119.1,3.0,1.3,R
476,20,2,05/2024,158.9,4.0,1.9,R
477,20,2,03/2024,0.0,0.0,1.2,R
478,20,2,11/2024,79.4,2.0,2.3,R
479,20,2,10/2024,79.4,2.0,1.6,R
480,20,2,09/2024,158.9,4.0,1.5,R
481,21,2,08/2024,301.1,38.0,2.49,O
482,21,2,04/2024,15.8,2.0,2.15,O
483,21,2,12/2024,293.2,37.0,2.55,O
484,21,2,02/2024,15.8,2.0,1.93,O
485,21,2,01/2024,7.9,1.0,2.44,O
486,21,2,07/2024,150.6,19.0,5.65,O
487,21,2,06/2024,166.4,21.0,0.67,O
488,21,2,05/2024,126.8,16.0,3.88,O
489,21,2,03/2024,23.8,3.0,0.82,O
490,21,2,11/2024,87.2,11.0,3.88,O
491,21,2,10/2024,174.3,22.0,1.51,O
492,21,2,09/2024,174.3,22.0,2.34,O
493,21,2,08/2024,356.6,45.0,1.3,R
494,21,2,04/2024,15.8,2.0,3.0,R
495,21,2,12/2024,261.5,33.0,1.7,R
496,21,2,02/2024,23.8,3.0,2.3,R
497,21,2,01/2024,15.8,2.0,2.2,R
498,21,2,07/2024,166.4,21.0,4.8,R
499,21,2,06/2024,134.7,17.0,1.2,R
500,21,2,05/2024,190.2,24.0,2.5,R
501,21,2,03/2024,15.8,2.0,1.3,R
502,21,2,11/2024,95.1,12.0,3.1,R
503,21,2,10/2024,206.0,26.0,1.4,R
504,21,2,09/2024,214.0,27.0,2.1,R
505,22,2,08/2024,332.4,21.0,1.63,O
506,22,2,04/2024,237.4,15.0,0.73,O
507,22,2,12/2024,253.2,16.0,0.96,O
508,22,2,02/2024,158.3,10.0,1.16,O
509,22,2,01/2024,174.1,11.0,1.08,O
510,22,2,07/2024,79.1,5.0,1.7,O
511,22,2,06/2024,284.9,18.0,0.68,O
512,22,2,05/2024,269.1,17.0,0.41,O
513,22,2,03/2024,237.4,15.0,0.74,O
514,22,2,11/2024,63.3,4.0,0.94,O
515,22,2,10/2024,63.3,4.0,0.59,O
516,22,2,09/2024,158.3,10.0,0.54,O
517,22,2,08/2024,411.5,26.0,1.0,R
518,22,2,04/2024,221.6,14.0,1.0,R
519,22,2,12/2024,443.1,28.0,0.9,R
520,22,2,02/2024,316.5,20.0,1.0,R
521,22,2,01/2024,364.0,23.0,1.1,R
522,22,2,07/2024,63.3,4.0,2.0,R
523,22,2,06/2024,553.9,35.0,0.6,R
524,22,2,05/2024,253.2,16.0,0.6,R
525,22,2,03/2024,443.1,28.0,0.9,R
526,22,2,11/2024,47.5,3.0,1.0,R
527,22,2,10/2024,63.3,4.0,0.5,R
528,22,2,09/2024,142.4,9.0,0.5,R
529,23,2,08/2024,0.0,0.0,0.29,O
530,23,2,04/2024,0.0,0.0,0.33,O
531,23,2,12/2024,0.0,0.0,0.73,O
532,23,2,02/2024,0.0,0.0,0.49,O
533,23,2,01/2024,0.0,0.0,0.38,O
534,23,2,07/2024,0.0,0.0,0.42,O
535,23,2,06/2024,0.0,0.0,0.96,O
536,23,2,05/2024,0.0,0.0,0.98,O
537,23,2,03/2024,0.0,0.0,1.34,O
538,23,2,11/2024,0.0,0.0,0.34,O
539,23,2,10/2024,0.0,0.0,0.64,O
540,23,2,09/2024,0.0,0.0,0.5,O
541,23,2,08/2024,103.7,1.0,0.6,R
542,23,2,04/2024,103.7,1.0,0.6,R
543,23,2,12/2024,0.0,0.0,0.8,R
544,23,2,02/2024,0.0,0.0,0.8,R
545,23,2,01/2024,103.7,1.0,0.6,R
546,23,2,07/2024,103.7,1.0,0.4,R
547,23,2,06/2024,0.0,0.0,0.5,R
548,23,2,05/2024,0.0,0.0,0.6,R
549,23,2,03/2024,103.7,1.0,1.1,R
550,23,2,11/2024,0.0,0.0,0.5,R
551,23,2,10/2024,0.0,0.0,0.9,R
552,23,2,09/2024,0.0,0.0,0.7,R
553,24,2,08/2024,329.4,33.0,0.63,O
554,24,2,04/2024,299.4,30.0,0.74,O
555,24,2,12/2024,828.4,83.0,0.66,O
556,24,2,02/2024,149.7,15.0,1.45,O
557,24,2,01/2024,119.8,12.0,0.66,O
558,24,2,07/2024,229.6,23.0,0.34,O
559,24,2,06/2024,289.5,29.0,0.34,O
560,24,2,05/2024,209.6,21.0,0.39,O
561,24,2,03/2024,149.7,15.0,0.95,O
562,24,2,11/2024,339.4,34.0,0.35,O
563,24,2,10/2024,439.2,44.0,0.26,O
564,24,2,09/2024,299.4,30.0,0.18,O
565,24,2,08/2024,419.2,42.0,0.9,R
566,24,2,04/2024,319.4,32.0,0.6,R
567,24,2,12/2024,1058.0,106.0,0.6,R
568,24,2,02/2024,79.8,8.0,1.2,R
569,24,2,01/2024,79.8,8.0,0.7,R
570,24,2,07/2024,179.7,18.0,0.4,R
571,24,2,06/2024,259.5,26.0,0.6,R
572,24,2,05/2024,319.4,32.0,0.6,R
573,24,2,03/2024,99.8,10.0,0.5,R
574,24,2,11/2024,399.2,40.0,0.5,R
575,24,2,10/2024,399.2,40.0,0.2,R
576,24,2,09/2024,269.5,27.0,0.2,R
577,25,2,08/2024,462.6,16.0,0.25,O
578,25,2,04/2024,289.1,10.0,0.07,O
579,25,2,12/2024,289.1,10.0,0.06,O
580,25,2,02/2024,144.6,5.0,0.2,O
581,25,2,01/2024,173.5,6.0,0.2,O
582,25,2,07/2024,144.6,5.0,0.15,O
583,25,2,06/2024,260.2,9.0,0.17,O
584,25,2,05/2024,404.8,14.0,0.14,O
585,25,2,03/2024,144.6,5.0,0.14,O
586,25,2,11/2024,144.6,5.0,0.1,O
587,25,2,10/2024,173.5,6.0,0.13,O
588,25,2,09/2024,260.2,9.0,0.14,O
589,25,2,08/2024,925.2,32.0,0.3,R
590,25,2,04/2024,231.3,8.0,0.1,R
591,25,2,12/2024,173.5,6.0,0.1,R
592,25,2,02/2024,231.3,8.0,0.2,R
593,25,2,01/2024,173.5,6.0,0.2,R
594,25,2,07/2024,144.6,5.0,0.1,R
595,25,2,06/2024,202.4,7.0,0.2,R
596,25,2,05/2024,375.9,13.0,0.2,R
597,25,2,03/2024,202.4,7.0,0.2,R
598,25,2,11/2024,115.6,4.0,0.1,R
599,25,2,10/2024,144.6,5.0,0.1,R
600,25,2,09/2024,462.6,16.0,0.1,R
601,26,2,08/2024,46.6,5.0,0.15,O
602,26,2,04/2024,93.1,10.0,0.07,O
603,26,2,12/2024,279.3,30.0,0.13,O
604,26,2,02/2024,139.7,15.0,0.58,O
605,26,2,01/2024,130.3,14.0,0.15,O
606,26,2,07/2024,27.9,3.0,0.12,O
607,26,2,06/2024,55.9,6.0,0.11,O
608,26,2,05/2024,37.2,4.0,0.23,O
609,26,2,03/2024,139.7,15.0,0.25,O
610,26,2,11/2024,74.5,8.0,0.11,O
611,26,2,10/2024,83.8,9.0,0.09,O
612,26,2,09/2024,149.0,16.0,0.09,O
613,26,2,08/2024,27.9,3.0,0.2,R
614,26,2,04/2024,93.1,10.0,0.1,R
615,26,2,12/2024,204.8,22.0,0.1,R
616,26,2,02/2024,223.4,24.0,0.3,R
617,26,2,01/2024,251.4,27.0,0.2,R
618,26,2,07/2024,18.6,2.0,0.2,R
619,26,2,06/2024,37.2,4.0,0.2,R
620,26,2,05/2024,27.9,3.0,0.3,R
621,26,2,03/2024,149.0,16.0,0.2,R
622,26,2,11/2024,111.7,12.0,0.1,R
623,26,2,10/2024,93.1,10.0,0.1,R
624,26,2,09/2024,130.3,14.0,0.2,R
625,27,2,08/2024,0.0,0.0,1.91,O
626,27,2,04/2024,0.0,0.0,0.7,O
627,27,2,12/2024,0.0,0.0,0.87,O
628,27,2,02/2024,0.0,0.0,0.55,O
629,27,2,01/2024,0.0,0.0,1.83,O
630,27,2,07/2024,0.0,0.0,2.41,O
631,27,2,06/2024,0.0,0.0,2.04,O
632,27,2,05/2024,0.0,0.0,0.7,O
633,27,2,03/2024,0.0,0.0,0.81,O
634,27,2,11/2024,0.0,0.0,0.4,O
635,27,2,10/2024,0.0,0.0,1.5,O
636,27,2,09/2024,0.0,0.0,1.07,O
637,27,2,08/2024,25.3,1.0,1.6,R
638,27,2,04/2024,25.3,1.0,0.7,R
639,27,2,12/2024,0.0,0.0,1.2,R
640,27,2,02/2024,0.0,0.0,0.9,R
641,27,2,01/2024,0.0,0.0,1.5,R
642,27,2,07/2024,25.3,1.0,1.9,R
643,27,2,06/2024,0.0,0.0,1.7,R
644,27,2,05/2024,0.0,0.0,1.2,R
645,27,2,03/2024,0.0,0.0,1.2,R
646,27,2,11/2024,25.3,1.0,0.7,R
647,27,2,10/2024,25.3,1.0,2.1,R
648,27,2,09/2024,25.3,1.0,1.3,R
649,28,2,08/2024,283.3,16.0,2.86,O
650,28,2,04/2024,53.1,3.0,2.91,O
651,28,2,12/2024,318.7,18.0,0.61,O
652,28,2,02/2024,53.1,3.0,1.69,O
653,28,2,01/2024,35.4,2.0,2.66,O
654,28,2,07/2024,230.2,13.0,4.14,O
655,28,2,06/2024,247.9,14.0,0.88,O
656,28,2,05/2024,177.1,10.0,0.75,O
657,28,2,03/2024,53.1,3.0,2.01,O
658,28,2,11/2024,106.2,6.0,1.1,O
659,28,2,10/2024,124.0,7.0,1.02,O
660,28,2,09/2024,88.5,5.0,1.26,O
661,28,2,08/2024,247.9,14.0,3.0,R
662,28,2,04/2024,88.5,5.0,3.1,R
663,28,2,12/2024,336.4,19.0,0.7,R
664,28,2,02/2024,70.8,4.0,1.3,R
665,28,2,01/2024,35.4,2.0,2.6,R
666,28,2,07/2024,141.7,8.0,2.1,R
667,28,2,06/2024,318.7,18.0,1.2,R
668,28,2,05/2024,106.2,6.0,0.8,R
669,28,2,03/2024,35.4,2.0,1.1,R
670,28,2,11/2024,141.7,8.0,1.3,R
671,28,2,10/2024,88.5,5.0,1.6,R
672,28,2,09/2024,53.1,3.0,1.1,R
673,29,2,08/2024,318.0,34.0,0.77,O
674,29,2,04/2024,18.7,2.0,0.69,O
675,29,2,12/2024,523.7,56.0,1.47,O
676,29,2,02/2024,0.0,0.0,1.24,O
677,29,2,01/2024,9.4,1.0,1.02,O
678,29,2,07/2024,159.0,17.0,0.63,O
679,29,2,06/2024,233.8,25.0,3.63,O
680,29,2,05/2024,149.6,16.0,1.16,O
681,29,2,03/2024,9.4,1.0,1.58,O
682,29,2,11/2024,439.6,47.0,1.37,O
683,29,2,10/2024,420.8,45.0,0.55,O
684,29,2,09/2024,346.0,37.0,1.31,O
685,29,2,08/2024,336.7,36.0,1.4,R
686,29,2,04/2024,18.7,2.0,0.9,R
687,29,2,12/2024,439.6,47.0,2.5,R
688,29,2,02/2024,9.4,1.0,1.8,R
689,29,2,01/2024,0.0,0.0,0.9,R
690,29,2,07/2024,205.7,22.0,0.8,R
691,29,2,06/2024,289.9,31.0,3.3,R
692,29,2,05/2024,84.2,9.0,2.2,R
693,29,2,03/2024,18.7,2.0,1.4,R
694,29,2,11/2024,514.4,55.0,1.4,R
695,29,2,10/2024,458.3,49.0,1.1,R
696,29,2,09/2024,383.4,41.0,1.7,R
697,30,2,08/2024,281.1,3.0,0.44,O
698,30,2,04/2024,0.0,0.0,0.28,O
699,30,2,12/2024,374.8,4.0,0.68,O
700,30,2,02/2024,0.0,0.0,0.82,O
701,30,2,01/2024,0.0,0.0,2.01,O
702,30,2,07/2024,0.0,0.0,1.38,O
703,30,2,06/2024,187.4,2.0,0.46,O
704,30,2,05/2024,187.4,2.0,0.53,O
705,30,2,03/2024,0.0,0.0,0.27,O
706,30,2,11/2024,187.4,2.0,0.31,O
707,30,2,10/2024,281.1,3.0,0.46,O
708,30,2,09/2024,93.7,1.0,1.06,O
709,30,2,08/2024,187.4,2.0,0.6,R
710,30,2,04/2024,93.7,1.0,0.3,R
711,30,2,12/2024,281.1,3.0,0.4,R
712,30,2,02/2024,0.0,0.0,0.8,R
713,30,2,01/2024,93.7,1.0,1.2,R
714,30,2,07/2024,93.7,1.0,0.7,R
715,30,2,06/2024,281.1,3.0,0.7,R
716,30,2,05/2024,93.7,1.0,0.6,R
717,30,2,03/2024,0.0,0.0,0.5,R
718,30,2,11/2024,281.1,3.0,0.4,R
719,30,2,10/2024,187.4,2.0,0.5,R
720,30,2,09/2024,0.0,0.0,1.1,R
721,31,2,08/2024,165.3,8.0,0.57,O
722,31,2,04/2024,206.6,10.0,1.1,O
723,31,2,12/2024,124.0,6.0,1.08,O
724,31,2,02/2024,206.6,10.0,0.55,O
725,31,2,01/2024,206.6,10.0,1.69,O
726,31,2,07/2024,144.6,7.0,0.73,O
727,31,2,06/2024,165.3,8.0,2.36,O
728,31,2,05/2024,62.0,3.0,1.87,O
729,31,2,03/2024,206.6,10.0,1.36,O
730,31,2,11/2024,41.3,2.0,0.9,O
731,31,2,10/2024,41.3,2.0,0.57,O
732,31,2,09/2024,20.7,1.0,1.01,O
733,31,2,08/2024,186.0,9.0,1.0,R
734,31,2,04/2024,227.3,11.0,1.0,R
735,31,2,12/2024,144.6,7.0,1.4,R
736,31,2,02/2024,227.3,11.0,0.6,R
737,31,2,01/2024,165.3,8.0,0.8,R
738,31,2,07/2024,124.0,6.0,0.9,R
739,31,2,06/2024,165.3,8.0,1.8,R
740,31,2,05/2024,62.0,3.0,1.7,R
741,31,2,03/2024,206.6,10.0,1.2,R
742,31,2,11/2024,20.7,1.0,0.8,R
743,31,2,10/2024,41.3,2.0,0.5,R
744,31,2,09/2024,20.7,1.0,1.2,R
