Date,Année,Mois,Numéro mois,Semestre,Numéro semaine,Jour,Numéro jour,Est jour semaine,Mois/Année
2021-03-08 00:00:00.000,2021,mars,3,1,10,lundi,8,True,mars (2021)
2021-03-09 00:00:00.000,2021,mars,3,1,10,mardi,9,True,mars (2021)
2021-03-10 00:00:00.000,2021,mars,3,1,10,mercredi,10,True,mars (2021)
2021-03-11 00:00:00.000,2021,mars,3,1,10,jeudi,11,True,mars (2021)
2021-03-12 00:00:00.000,2021,mars,3,1,10,vendredi,12,True,mars (2021)
2021-03-13 00:00:00.000,2021,mars,3,1,10,samedi,13,False,mars (2021)
2021-03-14 00:00:00.000,2021,mars,3,1,10,dimanche,14,False,mars (2021)
2021-03-15 00:00:00.000,2021,mars,3,1,11,lundi,15,True,mars (2021)
2021-03-16 00:00:00.000,2021,mars,3,1,11,mardi,16,True,mars (2021)
2021-03-17 00:00:00.000,2021,mars,3,1,11,mercredi,17,True,mars (2021)
2021-03-18 00:00:00.000,2021,mars,3,1,11,jeudi,18,True,mars (2021)
2021-03-19 00:00:00.000,2021,mars,3,1,11,vendredi,19,True,mars (2021)
2021-03-20 00:00:00.000,2021,mars,3,1,11,samedi,20,False,mars (2021)
2021-03-21 00:00:00.000,2021,mars,3,1,11,dimanche,21,False,mars (2021)
2021-03-22 00:00:00.000,2021,mars,3,1,12,lundi,22,True,mars (2021)
2021-03-23 00:00:00.000,2021,mars,3,1,12,mardi,23,True,mars (2021)
2021-03-24 00:00:00.000,2021,mars,3,1,12,mercredi,24,True,mars (2021)
2021-03-25 00:00:00.000,2021,mars,3,1,12,jeudi,25,True,mars (2021)
2021-03-26 00:00:00.000,2021,mars,3,1,12,vendredi,26,True,mars (2021)
2021-03-27 00:00:00.000,2021,mars,3,1,12,samedi,27,False,mars (2021)
2021-03-28 00:00:00.000,2021,mars,3,1,12,dimanche,28,False,mars (2021)
2021-03-29 00:00:00.000,2021,mars,3,1,13,lundi,29,True,mars (2021)
2021-03-30 00:00:00.000,2021,mars,3,1,13,mardi,30,True,mars (2021)
2021-03-31 00:00:00.000,2021,mars,3,1,13,mercredi,31,True,mars (2021)
2021-04-01 00:00:00.000,2021,avril,4,1,13,jeudi,1,True,avril (2021)
2021-04-02 00:00:00.000,2021,avril,4,1,13,vendredi,2,True,avril (2021)
2021-04-03 00:00:00.000,2021,avril,4,1,13,samedi,3,False,avril (2021)
2021-04-04 00:00:00.000,2021,avril,4,1,13,dimanche,4,False,avril (2021)
2021-04-05 00:00:00.000,2021,avril,4,1,14,lundi,5,True,avril (2021)
2021-04-06 00:00:00.000,2021,avril,4,1,14,mardi,6,True,avril (2021)
2021-04-07 00:00:00.000,2021,avril,4,1,14,mercredi,7,True,avril (2021)
2021-04-08 00:00:00.000,2021,avril,4,1,14,jeudi,8,True,avril (2021)
2021-04-09 00:00:00.000,2021,avril,4,1,14,vendredi,9,True,avril (2021)
2021-04-10 00:00:00.000,2021,avril,4,1,14,samedi,10,False,avril (2021)
2021-04-11 00:00:00.000,2021,avril,4,1,14,dimanche,11,False,avril (2021)
2021-04-12 00:00:00.000,2021,avril,4,1,15,lundi,12,True,avril (2021)
2021-04-13 00:00:00.000,2021,avril,4,1,15,mardi,13,True,avril (2021)
2021-04-14 00:00:00.000,2021,avril,4,1,15,mercredi,14,True,avril (2021)
2021-04-15 00:00:00.000,2021,avril,4,1,15,jeudi,15,True,avril (2021)
2021-04-16 00:00:00.000,2021,avril,4,1,15,vendredi,16,True,avril (2021)
2021-04-17 00:00:00.000,2021,avril,4,1,15,samedi,17,False,avril (2021)
2021-04-18 00:00:00.000,2021,avril,4,1,15,dimanche,18,False,avril (2021)
2021-04-19 00:00:00.000,2021,avril,4,1,16,lundi,19,True,avril (2021)
2021-04-20 00:00:00.000,2021,avril,4,1,16,mardi,20,True,avril (2021)
2021-04-21 00:00:00.000,2021,avril,4,1,16,mercredi,21,True,avril (2021)
2021-04-22 00:00:00.000,2021,avril,4,1,16,jeudi,22,True,avril (2021)
2021-04-23 00:00:00.000,2021,avril,4,1,16,vendredi,23,True,avril (2021)
2021-04-24 00:00:00.000,2021,avril,4,1,16,samedi,24,False,avril (2021)
2021-04-25 00:00:00.000,2021,avril,4,1,16,dimanche,25,False,avril (2021)
2021-04-26 00:00:00.000,2021,avril,4,1,17,lundi,26,True,avril (2021)
2021-04-27 00:00:00.000,2021,avril,4,1,17,mardi,27,True,avril (2021)
2021-04-28 00:00:00.000,2021,avril,4,1,17,mercredi,28,True,avril (2021)
2021-04-29 00:00:00.000,2021,avril,4,1,17,jeudi,29,True,avril (2021)
2021-04-30 00:00:00.000,2021,avril,4,1,17,vendredi,30,True,avril (2021)
2021-05-01 00:00:00.000,2021,mai,5,1,17,samedi,1,False,mai (2021)
2021-05-02 00:00:00.000,2021,mai,5,1,17,dimanche,2,False,mai (2021)
2021-05-03 00:00:00.000,2021,mai,5,1,18,lundi,3,True,mai (2021)
2021-05-04 00:00:00.000,2021,mai,5,1,18,mardi,4,True,mai (2021)
2021-05-05 00:00:00.000,2021,mai,5,1,18,mercredi,5,True,mai (2021)
2021-05-06 00:00:00.000,2021,mai,5,1,18,jeudi,6,True,mai (2021)
2021-05-07 00:00:00.000,2021,mai,5,1,18,vendredi,7,True,mai (2021)
2021-05-08 00:00:00.000,2021,mai,5,1,18,samedi,8,False,mai (2021)
2021-05-09 00:00:00.000,2021,mai,5,1,18,dimanche,9,False,mai (2021)
2021-05-10 00:00:00.000,2021,mai,5,1,19,lundi,10,True,mai (2021)
2021-05-11 00:00:00.000,2021,mai,5,1,19,mardi,11,True,mai (2021)
2021-05-12 00:00:00.000,2021,mai,5,1,19,mercredi,12,True,mai (2021)
2021-05-13 00:00:00.000,2021,mai,5,1,19,jeudi,13,True,mai (2021)
2021-05-14 00:00:00.000,2021,mai,5,1,19,vendredi,14,True,mai (2021)
2021-05-15 00:00:00.000,2021,mai,5,1,19,samedi,15,False,mai (2021)
2021-05-16 00:00:00.000,2021,mai,5,1,19,dimanche,16,False,mai (2021)
2021-05-17 00:00:00.000,2021,mai,5,1,20,lundi,17,True,mai (2021)
2021-05-18 00:00:00.000,2021,mai,5,1,20,mardi,18,True,mai (2021)
2021-05-19 00:00:00.000,2021,mai,5,1,20,mercredi,19,True,mai (2021)
2021-05-20 00:00:00.000,2021,mai,5,1,20,jeudi,20,True,mai (2021)
2021-05-21 00:00:00.000,2021,mai,5,1,20,vendredi,21,True,mai (2021)
2021-05-22 00:00:00.000,2021,mai,5,1,20,samedi,22,False,mai (2021)
2021-05-23 00:00:00.000,2021,mai,5,1,20,dimanche,23,False,mai (2021)
2021-05-24 00:00:00.000,2021,mai,5,1,21,lundi,24,True,mai (2021)
2021-05-25 00:00:00.000,2021,mai,5,1,21,mardi,25,True,mai (2021)
2021-05-26 00:00:00.000,2021,mai,5,1,21,mercredi,26,True,mai (2021)
2021-05-27 00:00:00.000,2021,mai,5,1,21,jeudi,27,True,mai (2021)
2021-05-28 00:00:00.000,2021,mai,5,1,21,vendredi,28,True,mai (2021)
2021-05-29 00:00:00.000,2021,mai,5,1,21,samedi,29,False,mai (2021)
2021-05-30 00:00:00.000,2021,mai,5,1,21,dimanche,30,False,mai (2021)
2021-05-31 00:00:00.000,2021,mai,5,1,22,lundi,31,True,mai (2021)
2021-06-01 00:00:00.000,2021,juin,6,1,22,mardi,1,True,juin (2021)
2021-06-02 00:00:00.000,2021,juin,6,1,22,mercredi,2,True,juin (2021)
2021-06-03 00:00:00.000,2021,juin,6,1,22,jeudi,3,True,juin (2021)
2021-06-04 00:00:00.000,2021,juin,6,1,22,vendredi,4,True,juin (2021)
2021-06-05 00:00:00.000,2021,juin,6,1,22,samedi,5,False,juin (2021)
2021-06-06 00:00:00.000,2021,juin,6,1,22,dimanche,6,False,juin (2021)
2021-06-07 00:00:00.000,2021,juin,6,1,23,lundi,7,True,juin (2021)
2021-06-08 00:00:00.000,2021,juin,6,1,23,mardi,8,True,juin (2021)
2021-06-09 00:00:00.000,2021,juin,6,1,23,mercredi,9,True,juin (2021)
2021-06-10 00:00:00.000,2021,juin,6,1,23,jeudi,10,True,juin (2021)
2021-06-11 00:00:00.000,2021,juin,6,1,23,vendredi,11,True,juin (2021)
2021-06-12 00:00:00.000,2021,juin,6,1,23,samedi,12,False,juin (2021)
2021-06-13 00:00:00.000,2021,juin,6,1,23,dimanche,13,False,juin (2021)
2021-06-14 00:00:00.000,2021,juin,6,1,24,lundi,14,True,juin (2021)
2021-06-15 00:00:00.000,2021,juin,6,1,24,mardi,15,True,juin (2021)
2021-06-16 00:00:00.000,2021,juin,6,1,24,mercredi,16,True,juin (2021)
2021-06-17 00:00:00.000,2021,juin,6,1,24,jeudi,17,True,juin (2021)
2021-06-18 00:00:00.000,2021,juin,6,1,24,vendredi,18,True,juin (2021)
2021-06-19 00:00:00.000,2021,juin,6,1,24,samedi,19,False,juin (2021)
2021-06-20 00:00:00.000,2021,juin,6,1,24,dimanche,20,False,juin (2021)
2021-06-21 00:00:00.000,2021,juin,6,1,25,lundi,21,True,juin (2021)
2021-06-22 00:00:00.000,2021,juin,6,1,25,mardi,22,True,juin (2021)
2021-06-23 00:00:00.000,2021,juin,6,1,25,mercredi,23,True,juin (2021)
2021-06-24 00:00:00.000,2021,juin,6,1,25,jeudi,24,True,juin (2021)
2021-06-25 00:00:00.000,2021,juin,6,1,25,vendredi,25,True,juin (2021)
2021-06-26 00:00:00.000,2021,juin,6,1,25,samedi,26,False,juin (2021)
2021-06-27 00:00:00.000,2021,juin,6,1,25,dimanche,27,False,juin (2021)
2021-06-28 00:00:00.000,2021,juin,6,1,26,lundi,28,True,juin (2021)
2021-06-29 00:00:00.000,2021,juin,6,1,26,mardi,29,True,juin (2021)
2021-06-30 00:00:00.000,2021,juin,6,1,26,mercredi,30,True,juin (2021)
2021-07-01 00:00:00.000,2021,juillet,7,2,26,jeudi,1,True,juillet (2021)
2021-07-02 00:00:00.000,2021,juillet,7,2,26,vendredi,2,True,juillet (2021)
2021-07-03 00:00:00.000,2021,juillet,7,2,26,samedi,3,False,juillet (2021)
2021-07-04 00:00:00.000,2021,juillet,7,2,26,dimanche,4,False,juillet (2021)
2021-07-05 00:00:00.000,2021,juillet,7,2,27,lundi,5,True,juillet (2021)
2021-07-06 00:00:00.000,2021,juillet,7,2,27,mardi,6,True,juillet (2021)
2021-07-07 00:00:00.000,2021,juillet,7,2,27,mercredi,7,True,juillet (2021)
2021-07-08 00:00:00.000,2021,juillet,7,2,27,jeudi,8,True,juillet (2021)
2021-07-09 00:00:00.000,2021,juillet,7,2,27,vendredi,9,True,juillet (2021)
2021-07-10 00:00:00.000,2021,juillet,7,2,27,samedi,10,False,juillet (2021)
2021-07-11 00:00:00.000,2021,juillet,7,2,27,dimanche,11,False,juillet (2021)
2021-07-12 00:00:00.000,2021,juillet,7,2,28,lundi,12,True,juillet (2021)
2021-07-13 00:00:00.000,2021,juillet,7,2,28,mardi,13,True,juillet (2021)
2021-07-14 00:00:00.000,2021,juillet,7,2,28,mercredi,14,True,juillet (2021)
2021-07-15 00:00:00.000,2021,juillet,7,2,28,jeudi,15,True,juillet (2021)
2021-07-16 00:00:00.000,2021,juillet,7,2,28,vendredi,16,True,juillet (2021)
2021-07-17 00:00:00.000,2021,juillet,7,2,28,samedi,17,False,juillet (2021)
2021-07-18 00:00:00.000,2021,juillet,7,2,28,dimanche,18,False,juillet (2021)
2021-07-19 00:00:00.000,2021,juillet,7,2,29,lundi,19,True,juillet (2021)
2021-07-20 00:00:00.000,2021,juillet,7,2,29,mardi,20,True,juillet (2021)
2021-07-21 00:00:00.000,2021,juillet,7,2,29,mercredi,21,True,juillet (2021)
2021-07-22 00:00:00.000,2021,juillet,7,2,29,jeudi,22,True,juillet (2021)
2021-07-23 00:00:00.000,2021,juillet,7,2,29,vendredi,23,True,juillet (2021)
2021-07-24 00:00:00.000,2021,juillet,7,2,29,samedi,24,False,juillet (2021)
2021-07-25 00:00:00.000,2021,juillet,7,2,29,dimanche,25,False,juillet (2021)
2021-07-26 00:00:00.000,2021,juillet,7,2,30,lundi,26,True,juillet (2021)
2021-07-27 00:00:00.000,2021,juillet,7,2,30,mardi,27,True,juillet (2021)
2021-07-28 00:00:00.000,2021,juillet,7,2,30,mercredi,28,True,juillet (2021)
2021-07-29 00:00:00.000,2021,juillet,7,2,30,jeudi,29,True,juillet (2021)
2021-07-30 00:00:00.000,2021,juillet,7,2,30,vendredi,30,True,juillet (2021)
2021-07-31 00:00:00.000,2021,juillet,7,2,30,samedi,31,False,juillet (2021)
2021-08-01 00:00:00.000,2021,aout,8,2,30,dimanche,1,False,aout (2021)
2021-08-02 00:00:00.000,2021,aout,8,2,31,lundi,2,True,aout (2021)
2021-08-03 00:00:00.000,2021,aout,8,2,31,mardi,3,True,aout (2021)
2021-08-04 00:00:00.000,2021,aout,8,2,31,mercredi,4,True,aout (2021)
2021-08-05 00:00:00.000,2021,aout,8,2,31,jeudi,5,True,aout (2021)
2021-08-06 00:00:00.000,2021,aout,8,2,31,vendredi,6,True,aout (2021)
2021-08-07 00:00:00.000,2021,aout,8,2,31,samedi,7,False,aout (2021)
2021-08-08 00:00:00.000,2021,aout,8,2,31,dimanche,8,False,aout (2021)
2021-08-09 00:00:00.000,2021,aout,8,2,32,lundi,9,True,aout (2021)
2021-08-10 00:00:00.000,2021,aout,8,2,32,mardi,10,True,aout (2021)
2021-08-11 00:00:00.000,2021,aout,8,2,32,mercredi,11,True,aout (2021)
2021-08-12 00:00:00.000,2021,aout,8,2,32,jeudi,12,True,aout (2021)
2021-08-13 00:00:00.000,2021,aout,8,2,32,vendredi,13,True,aout (2021)
2021-08-14 00:00:00.000,2021,aout,8,2,32,samedi,14,False,aout (2021)
2021-08-15 00:00:00.000,2021,aout,8,2,32,dimanche,15,False,aout (2021)
2021-08-16 00:00:00.000,2021,aout,8,2,33,lundi,16,True,aout (2021)
2021-08-17 00:00:00.000,2021,aout,8,2,33,mardi,17,True,aout (2021)
2021-08-18 00:00:00.000,2021,aout,8,2,33,mercredi,18,True,aout (2021)
2021-08-19 00:00:00.000,2021,aout,8,2,33,jeudi,19,True,aout (2021)
2021-08-20 00:00:00.000,2021,aout,8,2,33,vendredi,20,True,aout (2021)
2021-08-21 00:00:00.000,2021,aout,8,2,33,samedi,21,False,aout (2021)
2021-08-22 00:00:00.000,2021,aout,8,2,33,dimanche,22,False,aout (2021)
2021-08-23 00:00:00.000,2021,aout,8,2,34,lundi,23,True,aout (2021)
2021-08-24 00:00:00.000,2021,aout,8,2,34,mardi,24,True,aout (2021)
2021-08-25 00:00:00.000,2021,aout,8,2,34,mercredi,25,True,aout (2021)
2021-08-26 00:00:00.000,2021,aout,8,2,34,jeudi,26,True,aout (2021)
2021-08-27 00:00:00.000,2021,aout,8,2,34,vendredi,27,True,aout (2021)
2021-08-28 00:00:00.000,2021,aout,8,2,34,samedi,28,False,aout (2021)
2021-08-29 00:00:00.000,2021,aout,8,2,34,dimanche,29,False,aout (2021)
2021-08-30 00:00:00.000,2021,aout,8,2,35,lundi,30,True,aout (2021)
2021-08-31 00:00:00.000,2021,aout,8,2,35,mardi,31,True,aout (2021)
2021-09-01 00:00:00.000,2021,septembre,9,2,35,mercredi,1,True,septembre (2021)
2021-09-02 00:00:00.000,2021,septembre,9,2,35,jeudi,2,True,septembre (2021)
2021-09-03 00:00:00.000,2021,septembre,9,2,35,vendredi,3,True,septembre (2021)
2021-09-04 00:00:00.000,2021,septembre,9,2,35,samedi,4,False,septembre (2021)
2021-09-05 00:00:00.000,2021,septembre,9,2,35,dimanche,5,False,septembre (2021)
2021-09-06 00:00:00.000,2021,septembre,9,2,36,lundi,6,True,septembre (2021)
2021-09-07 00:00:00.000,2021,septembre,9,2,36,mardi,7,True,septembre (2021)
2021-09-08 00:00:00.000,2021,septembre,9,2,36,mercredi,8,True,septembre (2021)
2021-09-09 00:00:00.000,2021,septembre,9,2,36,jeudi,9,True,septembre (2021)
2021-09-10 00:00:00.000,2021,septembre,9,2,36,vendredi,10,True,septembre (2021)
2021-09-11 00:00:00.000,2021,septembre,9,2,36,samedi,11,False,septembre (2021)
2021-09-12 00:00:00.000,2021,septembre,9,2,36,dimanche,12,False,septembre (2021)
2021-09-13 00:00:00.000,2021,septembre,9,2,37,lundi,13,True,septembre (2021)
2021-09-14 00:00:00.000,2021,septembre,9,2,37,mardi,14,True,septembre (2021)
2021-09-15 00:00:00.000,2021,septembre,9,2,37,mercredi,15,True,septembre (2021)
2021-09-16 00:00:00.000,2021,septembre,9,2,37,jeudi,16,True,septembre (2021)
2021-09-17 00:00:00.000,2021,septembre,9,2,37,vendredi,17,True,septembre (2021)
2021-09-18 00:00:00.000,2021,septembre,9,2,37,samedi,18,False,septembre (2021)
2021-09-19 00:00:00.000,2021,septembre,9,2,37,dimanche,19,False,septembre (2021)
2021-09-20 00:00:00.000,2021,septembre,9,2,38,lundi,20,True,septembre (2021)
2021-09-21 00:00:00.000,2021,septembre,9,2,38,mardi,21,True,septembre (2021)
2021-09-22 00:00:00.000,2021,septembre,9,2,38,mercredi,22,True,septembre (2021)
2021-09-23 00:00:00.000,2021,septembre,9,2,38,jeudi,23,True,septembre (2021)
2021-09-24 00:00:00.000,2021,septembre,9,2,38,vendredi,24,True,septembre (2021)
2021-09-25 00:00:00.000,2021,septembre,9,2,38,samedi,25,False,septembre (2021)
2021-09-26 00:00:00.000,2021,septembre,9,2,38,dimanche,26,False,septembre (2021)
2021-09-27 00:00:00.000,2021,septembre,9,2,39,lundi,27,True,septembre (2021)
2021-09-28 00:00:00.000,2021,septembre,9,2,39,mardi,28,True,septembre (2021)
2021-09-29 00:00:00.000,2021,septembre,9,2,39,mercredi,29,True,septembre (2021)
2021-09-30 00:00:00.000,2021,septembre,9,2,39,jeudi,30,True,septembre (2021)
2021-10-01 00:00:00.000,2021,octobre,10,2,39,vendredi,1,True,octobre (2021)
2021-10-02 00:00:00.000,2021,octobre,10,2,39,samedi,2,False,octobre (2021)
2021-10-03 00:00:00.000,2021,octobre,10,2,39,dimanche,3,False,octobre (2021)
2021-10-04 00:00:00.000,2021,octobre,10,2,40,lundi,4,True,octobre (2021)
2021-10-05 00:00:00.000,2021,octobre,10,2,40,mardi,5,True,octobre (2021)
2021-10-06 00:00:00.000,2021,octobre,10,2,40,mercredi,6,True,octobre (2021)
2021-10-07 00:00:00.000,2021,octobre,10,2,40,jeudi,7,True,octobre (2021)
2021-10-08 00:00:00.000,2021,octobre,10,2,40,vendredi,8,True,octobre (2021)
2021-10-09 00:00:00.000,2021,octobre,10,2,40,samedi,9,False,octobre (2021)
2021-10-10 00:00:00.000,2021,octobre,10,2,40,dimanche,10,False,octobre (2021)
2021-10-11 00:00:00.000,2021,octobre,10,2,41,lundi,11,True,octobre (2021)
2021-10-12 00:00:00.000,2021,octobre,10,2,41,mardi,12,True,octobre (2021)
2021-10-13 00:00:00.000,2021,octobre,10,2,41,mercredi,13,True,octobre (2021)
2021-10-14 00:00:00.000,2021,octobre,10,2,41,jeudi,14,True,octobre (2021)
2021-10-15 00:00:00.000,2021,octobre,10,2,41,vendredi,15,True,octobre (2021)
2021-10-16 00:00:00.000,2021,octobre,10,2,41,samedi,16,False,octobre (2021)
2021-10-17 00:00:00.000,2021,octobre,10,2,41,dimanche,17,False,octobre (2021)
2021-10-18 00:00:00.000,2021,octobre,10,2,42,lundi,18,True,octobre (2021)
2021-10-19 00:00:00.000,2021,octobre,10,2,42,mardi,19,True,octobre (2021)
2021-10-20 00:00:00.000,2021,octobre,10,2,42,mercredi,20,True,octobre (2021)
2021-10-21 00:00:00.000,2021,octobre,10,2,42,jeudi,21,True,octobre (2021)
2021-10-22 00:00:00.000,2021,octobre,10,2,42,vendredi,22,True,octobre (2021)
2021-10-23 00:00:00.000,2021,octobre,10,2,42,samedi,23,False,octobre (2021)
2021-10-24 00:00:00.000,2021,octobre,10,2,42,dimanche,24,False,octobre (2021)
2021-10-25 00:00:00.000,2021,octobre,10,2,43,lundi,25,True,octobre (2021)
2021-10-26 00:00:00.000,2021,octobre,10,2,43,mardi,26,True,octobre (2021)
2021-10-27 00:00:00.000,2021,octobre,10,2,43,mercredi,27,True,octobre (2021)
2021-10-28 00:00:00.000,2021,octobre,10,2,43,jeudi,28,True,octobre (2021)
2021-10-29 00:00:00.000,2021,octobre,10,2,43,vendredi,29,True,octobre (2021)
2021-10-30 00:00:00.000,2021,octobre,10,2,43,samedi,30,False,octobre (2021)
2021-10-31 00:00:00.000,2021,octobre,10,2,43,dimanche,31,False,octobre (2021)
2021-11-01 00:00:00.000,2021,novembre,11,2,44,lundi,1,True,novembre (2021)
2021-11-02 00:00:00.000,2021,novembre,11,2,44,mardi,2,True,novembre (2021)
2021-11-03 00:00:00.000,2021,novembre,11,2,44,mercredi,3,True,novembre (2021)
2021-11-04 00:00:00.000,2021,novembre,11,2,44,jeudi,4,True,novembre (2021)
2021-11-05 00:00:00.000,2021,novembre,11,2,44,vendredi,5,True,novembre (2021)
2021-11-06 00:00:00.000,2021,novembre,11,2,44,samedi,6,False,novembre (2021)
2021-11-07 00:00:00.000,2021,novembre,11,2,44,dimanche,7,False,novembre (2021)
2021-11-08 00:00:00.000,2021,novembre,11,2,45,lundi,8,True,novembre (2021)
2021-11-09 00:00:00.000,2021,novembre,11,2,45,mardi,9,True,novembre (2021)
2021-11-10 00:00:00.000,2021,novembre,11,2,45,mercredi,10,True,novembre (2021)
2021-11-11 00:00:00.000,2021,novembre,11,2,45,jeudi,11,True,novembre (2021)
2021-11-12 00:00:00.000,2021,novembre,11,2,45,vendredi,12,True,novembre (2021)
2021-11-13 00:00:00.000,2021,novembre,11,2,45,samedi,13,False,novembre (2021)
2021-11-14 00:00:00.000,2021,novembre,11,2,45,dimanche,14,False,novembre (2021)
2021-11-15 00:00:00.000,2021,novembre,11,2,46,lundi,15,True,novembre (2021)
2021-11-16 00:00:00.000,2021,novembre,11,2,46,mardi,16,True,novembre (2021)
2021-11-17 00:00:00.000,2021,novembre,11,2,46,mercredi,17,True,novembre (2021)
2021-11-18 00:00:00.000,2021,novembre,11,2,46,jeudi,18,True,novembre (2021)
2021-11-19 00:00:00.000,2021,novembre,11,2,46,vendredi,19,True,novembre (2021)
2021-11-20 00:00:00.000,2021,novembre,11,2,46,samedi,20,False,novembre (2021)
2021-11-21 00:00:00.000,2021,novembre,11,2,46,dimanche,21,False,novembre (2021)
2021-11-22 00:00:00.000,2021,novembre,11,2,47,lundi,22,True,novembre (2021)
2021-11-23 00:00:00.000,2021,novembre,11,2,47,mardi,23,True,novembre (2021)
2021-11-24 00:00:00.000,2021,novembre,11,2,47,mercredi,24,True,novembre (2021)
2021-11-25 00:00:00.000,2021,novembre,11,2,47,jeudi,25,True,novembre (2021)
2021-11-26 00:00:00.000,2021,novembre,11,2,47,vendredi,26,True,novembre (2021)
2021-11-27 00:00:00.000,2021,novembre,11,2,47,samedi,27,False,novembre (2021)
2021-11-28 00:00:00.000,2021,novembre,11,2,47,dimanche,28,False,novembre (2021)
2021-11-29 00:00:00.000,2021,novembre,11,2,48,lundi,29,True,novembre (2021)
2021-11-30 00:00:00.000,2021,novembre,11,2,48,mardi,30,True,novembre (2021)
2021-12-01 00:00:00.000,2021,decembre,12,2,48,mercredi,1,True,decembre (2021)
2021-12-02 00:00:00.000,2021,decembre,12,2,48,jeudi,2,True,decembre (2021)
2021-12-03 00:00:00.000,2021,decembre,12,2,48,vendredi,3,True,decembre (2021)
2021-12-04 00:00:00.000,2021,decembre,12,2,48,samedi,4,False,decembre (2021)
2021-12-05 00:00:00.000,2021,decembre,12,2,48,dimanche,5,False,decembre (2021)
2021-12-06 00:00:00.000,2021,decembre,12,2,49,lundi,6,True,decembre (2021)
2021-12-07 00:00:00.000,2021,decembre,12,2,49,mardi,7,True,decembre (2021)
2021-12-08 00:00:00.000,2021,decembre,12,2,49,mercredi,8,True,decembre (2021)
2021-12-09 00:00:00.000,2021,decembre,12,2,49,jeudi,9,True,decembre (2021)
2021-12-10 00:00:00.000,2021,decembre,12,2,49,vendredi,10,True,decembre (2021)
2021-12-11 00:00:00.000,2021,decembre,12,2,49,samedi,11,False,decembre (2021)
2021-12-12 00:00:00.000,2021,decembre,12,2,49,dimanche,12,False,decembre (2021)
2021-12-13 00:00:00.000,2021,decembre,12,2,50,lundi,13,True,decembre (2021)
2021-12-14 00:00:00.000,2021,decembre,12,2,50,mardi,14,True,decembre (2021)
2021-12-15 00:00:00.000,2021,decembre,12,2,50,mercredi,15,True,decembre (2021)
2021-12-16 00:00:00.000,2021,decembre,12,2,50,jeudi,16,True,decembre (2021)
2021-12-17 00:00:00.000,2021,decembre,12,2,50,vendredi,17,True,decembre (2021)
2021-12-18 00:00:00.000,2021,decembre,12,2,50,samedi,18,False,decembre (2021)
2021-12-19 00:00:00.000,2021,decembre,12,2,50,dimanche,19,False,decembre (2021)
2021-12-20 00:00:00.000,2021,decembre,12,2,51,lundi,20,True,decembre (2021)
2021-12-21 00:00:00.000,2021,decembre,12,2,51,mardi,21,True,decembre (2021)
2021-12-22 00:00:00.000,2021,decembre,12,2,51,mercredi,22,True,decembre (2021)
2021-12-23 00:00:00.000,2021,decembre,12,2,51,jeudi,23,True,decembre (2021)
2021-12-24 00:00:00.000,2021,decembre,12,2,51,vendredi,24,True,decembre (2021)
2021-12-25 00:00:00.000,2021,decembre,12,2,51,samedi,25,False,decembre (2021)
2021-12-26 00:00:00.000,2021,decembre,12,2,51,dimanche,26,False,decembre (2021)
2021-12-27 00:00:00.000,2021,decembre,12,2,52,lundi,27,True,decembre (2021)
2021-12-28 00:00:00.000,2021,decembre,12,2,52,mardi,28,True,decembre (2021)
2021-12-29 00:00:00.000,2021,decembre,12,2,52,mercredi,29,True,decembre (2021)
2021-12-30 00:00:00.000,2021,decembre,12,2,52,jeudi,30,True,decembre (2021)
2021-12-31 00:00:00.000,2021,decembre,12,2,52,vendredi,31,True,decembre (2021)
2022-01-01 00:00:00.000,2022,janvier,1,1,52,samedi,1,False,janvier (2022)
2022-01-02 00:00:00.000,2022,janvier,1,1,52,dimanche,2,False,janvier (2022)
2022-01-03 00:00:00.000,2022,janvier,1,1,1,lundi,3,True,janvier (2022)
2022-01-04 00:00:00.000,2022,janvier,1,1,1,mardi,4,True,janvier (2022)
2022-01-05 00:00:00.000,2022,janvier,1,1,1,mercredi,5,True,janvier (2022)
2022-01-06 00:00:00.000,2022,janvier,1,1,1,jeudi,6,True,janvier (2022)
2022-01-07 00:00:00.000,2022,janvier,1,1,1,vendredi,7,True,janvier (2022)
2022-01-08 00:00:00.000,2022,janvier,1,1,1,samedi,8,False,janvier (2022)
2022-01-09 00:00:00.000,2022,janvier,1,1,1,dimanche,9,False,janvier (2022)
2022-01-10 00:00:00.000,2022,janvier,1,1,2,lundi,10,True,janvier (2022)
2022-01-11 00:00:00.000,2022,janvier,1,1,2,mardi,11,True,janvier (2022)
2022-01-12 00:00:00.000,2022,janvier,1,1,2,mercredi,12,True,janvier (2022)
2022-01-13 00:00:00.000,2022,janvier,1,1,2,jeudi,13,True,janvier (2022)
2022-01-14 00:00:00.000,2022,janvier,1,1,2,vendredi,14,True,janvier (2022)
2022-01-15 00:00:00.000,2022,janvier,1,1,2,samedi,15,False,janvier (2022)
2022-01-16 00:00:00.000,2022,janvier,1,1,2,dimanche,16,False,janvier (2022)
2022-01-17 00:00:00.000,2022,janvier,1,1,3,lundi,17,True,janvier (2022)
2022-01-18 00:00:00.000,2022,janvier,1,1,3,mardi,18,True,janvier (2022)
2022-01-19 00:00:00.000,2022,janvier,1,1,3,mercredi,19,True,janvier (2022)
2022-01-20 00:00:00.000,2022,janvier,1,1,3,jeudi,20,True,janvier (2022)
